journal,year,expected_title,filename,filename_match,pdf_title_exact_match,title_token_coverage,page_count,content_type_check,first_page_excerpt,manual_review_note,audit_status
RFS,2018,Quantifying Liquidity and Default Risks of Corporate Bonds over the Business Cycle,RFS_2018_QuantifyingLiquidityAndDefaultRisksOfCorporateBondsOverTheBusinessCycle.pdf,true,true,1.000,61,main_paper,NBER WORKING PAPER SERIES QUANTIFYING LIQUIDITY AND DEFAULT RISKS OF CORPORATE BONDS OVER THE BUSINESS CYCLE Hui Chen Rui Cui Zhiguo He Konstantin Milbradt Working Paper 20638 http://www.nber.org/papers/w20638 NATIONAL BUREAU OF ECONOMIC RE,"",pass
RFS,2019,The Cost of Immediacy for Corporate Bonds,RFS_2019_TheCostOfImmediacyForCorporateBonds.pdf,true,true,1.000,50,main_paper,"The Cost of Immediacy for Corporate Bonds∗ Jens Dick-Nielsen Copenhagen Business School jdn.fi@cbs.dk Marco Rossi Texas A&M University mrossi@mays.tamu.edu August 21, 2016 Abstract Liquidity provision in the corporate bond market has become","",pass
RFS,2019,Trade-Time Measures of Liquidity,RFS_2019_TradeTimeMeasuresOfLiquidity.pdf,true,false,1.000,58,main_paper,i i “output” — 2017/12/26 — 21:36 — page 1 — #1 i i Trade-time based measures of liquidity Yashar H. Barardehi Ohio University Dan Bernhardt University of Illinois and University of Warwick Ryan J. Davies Babson College Dramatic microstruct,"Working-paper title adds 'based'; authors Barardehi, Bernhardt, and Davies and the liquidity-measure content match.",pass_title_variant
RFS,2019,"Information, Trading, and Volatility: Evidence from Firm-Specific News",RFS_2019_InformationTradingAndVolatilityEvidenceFromFirmSpecificNews.pdf,true,true,1.000,56,main_paper,"INFORMATION, TRADING, AND VOLATILITY: EVIDENCE FROM FIRM-SPECIFIC NEWS* Jacob Boudoukha, Ronen Feldmanb, Shimon Koganc and Matthew Richardsond Abstract: What moves stock prices? Prior literature concludes that the revelation of private info","",pass
RFS,2019,High-Frequency Market Making to Large Institutional Trades,RFS_2019_HighFrequencyMarketMakingToLargeInstitutionalTrades.pdf,true,true,1.000,58,main_paper,"High-Frequency Market Making to Large Institutional Trades∗ Robert A. Korajczyk† Northwestern University Dermot Murphy‡ University of Illinois at Chicago First Draft: November 30, 2014 This Draft: June 25, 2015 Abstract We characterize high","",pass
RFS,2019,Why Discrete Price Fragments U.S. Stock Exchanges and Disperses Their Fee Structures,RFS_2019_WhyDiscretePriceFragmentsUSStockExchangesAndDispersesTheirFeeStructures.pdf,true,true,1.000,34,main_paper,"Why Discrete Price Fragments U.S. Stock Exchanges and Disperses Their Fee Structures Yong Chao University of Louisville Chen Yao Chinese University of Hong Kong Mao Ye University of Illinois, Urbana-Champaign and NBER Stock exchange operato","",pass
RFS,2019,Blockchain-Based Settlement for Asset Trading,RFS_2019_BlockchainBasedSettlementForAssetTrading.pdf,true,true,1.000,54,main_paper,Staff Working Paper/Document de travail du personnel 2018-45 Blockchain-Based Settlement for Asset Trading By Jonathan Chiu and Thorsten V. Koeppl Bank of Canada staff working papers provide a forum for staff to publish work-in-progress res,"",pass
RFS,2019,Informed Trading by Advisor Banks: Evidence from Options Holdings,RFS_2019_InformedTradingByAdvisorBanksEvidenceFromOptionsHoldings.pdf,true,true,1.000,41,main_paper,Informed Trading by Advisor Banks: Evidence from Options Holdings Michelle Lowry∗ Drexel University Marco Rossi Texas A&M University Zhongyan Zhu Monash University Strong conflicts of interest exist within investment banks: the investment b,"",pass
RFS,2019,Trading Regularity and Fund Performance,RFS_2019_TradingRegularityAndFundPerformance.pdf,true,true,1.000,88,main_paper,"Trading Regularity and Fund Performance Jeffrey A. Busse Goizueta Business School, Emory University Lin Tong Gabelli School of Business, Fordham University Qing Tong Lee Kong Chian School of Business, Singapore Management University Zhe Zh","",pass
RFS,2020,Liquidity Provision Contracts and Market Quality: Evidence from the New York Stock Exchange,RFS_2020_LiquidityProvisionContractsAndMarketQualityEvidenceFromTheNewYorkStockExchange.pdf,true,true,1.000,44,main_paper,Liquidity Provision Contracts and Market Quality: Evidence from the New York Stock Exchange* HENDRIK BESSEMBINDER Arizona State University JIA HAO Chinese University of Hong Kong KUNCHENG ZHENG Northeastern University This Draft: August 201,"",pass
RFS,2020,Over-the-Counter versus Limit-Order Markets: The Role of Traders’ Expertise,RFS_2020_OverTheCounterVersusLimitOrderMarketsTheRoleOfTradersExpertise.pdf,true,true,1.000,50,main_paper,"Over-the-Counter versus Limit-Order Markets: The Role of Traders’ Expertise Vincent Glode The Wharton School, University of Pennsylvania Christian C. Opp The Wharton School, University of Pennsylvania Over-the-counter (OTC) markets attract ","",pass
RFS,2020,Back-Running: Seeking and Hiding Fundamental Information in Order Flows,RFS_2020_BackRunningSeekingAndHidingFundamentalInformationInOrderFlows.pdf,true,true,1.000,66,main_paper,"TSpace Research Repository tspace.library.utoronto.ca Back-Running: Seeking and Hiding Fundamental Information in Order Flows Liyan Yang & Haoxiang Zhu Version Author’s Original Version (AOV) Citation (published version) Yang, L., & Zhu, H.","",pass
RFS,2020,"Order Cancellations, Fees, and Execution Quality in U.S. Equity Options",RFS_2020_OrderCancellationsFeesAndExecutionQualityInUSEquityOptions.pdf,true,true,1.000,48,main_paper,"Order Cancellations, Fees, and Execution Quality in U.S. Equity Options Todd Griffith Utah State University todd.griffith@usu.edu Robert Van Ness University of Mississippi rvanness@bus.olemiss.edu Abstract We examine the effects of an order","",pass
RFS,2020,Options Trading Costs Are Lower than You Think,RFS_2020_OptionsTradingCostsAreLowerThanYouThink.pdf,true,false,1.000,54,main_paper,"Option Trading Costs Are Lower Than You Think Dmitriy Muravyev Boston College Neil D. Pearson University of Illinois at Urbana-Champaign March 15, 2015 Abstract Conventionally measured bid-ask spreads of liquid equity options are large. Th",Working-paper title uses singular 'Option'; authors Muravyev and Pearson and the options trading-cost content match.,pass_title_variant
RFS,2020,Dash for Cash: Monthly Market Impact of Institutional Liquidity Needs,RFS_2020_DashForCashMonthlyMarketImpactOfInstitutionalLiquidityNeeds.pdf,true,true,1.000,38,main_paper,"This is an electronic reprint of the original article. This reprint may differ from the original in pagination and typographic detail. Etula, Erkko; Rinne, Kalle; Suominen, Matti; Vaittinen, Lauri Dash for Cash Published in: Review of Finan","",pass
RFS,2020,Institutional Trading around Corporate News: Evidence from Textual Analysis,RFS_2020_InstitutionalTradingAroundCorporateNewsEvidenceFromTextualAnalysis.pdf,true,true,1.000,49,main_paper,Institutional Trading around Corporate News: Evidence from Textual Analysis Alan Guoming Huang University of Waterloo Hongping Tan McGill University Russ Wermers University of Maryland We examine institutional trading surrounding corporate ,"",pass
RFS,2020,Equity Price Discovery with Informed Private Debt,RFS_2020_EquityPriceDiscoveryWithInformedPrivateDebt.pdf,true,true,1.000,74,main_paper,"Equity Price Discovery with Informed Private Debt∗ Jawad M. Addoum† Cornell University Justin R. Murfin‡ Cornell University May 24, 2019 Abstract – Equity markets fail to account for value-relevant non-public information enjoyed by syndicat","",pass
RFS,2021,Microstructure in the Machine Age,RFS_2021_MicrostructureInTheMachineAge.pdf,true,true,1.000,63,main_paper,"Microstructure in the Machine Age David Easley, Marcos López de Prado, Maureen O’Hara, and Zhibai Zhang* February 2019 We thank Lee Cohn, Michael Lewis, Michael Lock and Yaxiong Zeng for useful discussion and help with preparing some of the","",pass
RFS,2021,Institutional Order Handling and Broker-Affiliated Trading Venues,RFS_2021_InstitutionalOrderHandlingAndBrokerAffiliatedTradingVenues.pdf,true,true,1.000,37,main_paper,"Institutional Order Handling and Broker-Affiliated Trading Venues * Amber Anand amanand@syr.edu Mehrdad Samadi msamadi@smu.edu Jonathan Sokobin Jonathan.Sokobin@finra.org Kumar Venkataraman kumar@mail.cox.smu.edu Updated: February 22, 2019 ","",pass
RFS,2021,Corporate Bond Liquidity during the COVID-19 Crisis,RFS_2021_CorporateBondLiquidityDuringTheCOVID19Crisis.pdf,true,true,1.000,53,main_paper,"Corporate Bond Liquidity During the COVID-19 Crisis Mahyar Kargar, Benjamin Lester, David Lindsay, Shuo Liu, Pierre-Olivier Weill, and Diego Zúñiga NBER Working Paper No. 27355 June 2020, Revised in August 2020 JEL No. E5,E58,E65,G0,G01,G12","",pass
RFS,2021,Innovation and Informed Trading: Evidence from Industry ETFs,RFS_2021_InnovationAndInformedTradingEvidenceFromIndustryETFs.pdf,true,true,1.000,49,main_paper,"Innovation and Informed Trading: Evidence from Industry ETFs Shiyang Huang, Maureen O’Hara, and Zhuo Zhong1 * February 2018 We hypothesize that industry exchange traded funds (ETFs) encourage informed trading on underlying firms through fac","",pass
RFS,2021,The Whack-a-Mole Game: Tobin Taxes and Trading Frenzy,RFS_2021_TheWhackAMoleGameTobinTaxesAndTradingFrenzy.pdf,true,true,1.000,52,main_paper,"The Whack-A-Mole Game: Tobin Taxes and Trading Frenzy Jinghan Cai, Jibao He, Wenxi Jiang, Wei Xiong* August 2020 Abstract To dampen trading frenzy in the stock market, the Chinese government tripled the stamp tax for stock trading on May 30","",pass
RFS,2021,Mutual Fund Trading Style and Bond Market Fragility,RFS_2021_MutualFundTradingStyleAndBondMarketFragility.pdf,true,true,1.000,71,main_paper,"Mutual Fund Trading Style and Bond Market Fragility * Amber Anand Syracuse University amanand@syr.edu Chotibhak Jotikasthira, Southern Methodist University cjotikasthira@mail.smu.edu Kumar Venkataraman Southern Methodist University kumar@ma","",pass
RFS,2021,Does Option Trading Have a Pervasive Impact on Underlying Stock Prices?,RFS_2021_DoesOptionTradingHaveAPervasiveImpactOnUnderlyingStockPrices.pdf,true,true,1.000,47,main_paper,Does Option Trading Have a Pervasive Impact on Underlying Stock Prices?* Neil D. Pearson University of Illinois at Urbana-Champaign Allen M. Poteshman University of Illinois at Urbana-Champaign Joshua White University of Illinois at Urbana-,"",pass
RFS,2021,The Chinese Warrants Bubble: Evidence from Brokerage Account Records,RFS_2021_TheChineseWarrantsBubbleEvidenceFromBrokerageAccountRecords.pdf,true,true,1.000,68,main_paper,"The Chinese Warrants Bubble: Evidence from Brokerage Account Records* Neil D. Pearson University of Illinois at Urbana-Champaign and CDI Research Fellow Zhishu Yang School of Economics and Management, Tsinghua University Qi Zhang Durham Uni","",pass
RFS,2022,Dark Pool Trading and Information Acquisition,RFS_2022_DarkPoolTradingAndInformationAcquisition.pdf,true,false,1.000,63,main_paper,Dark Trading and the Fundamental Information in Stock Prices Jonathan Brogaard David Eccles School of Business University of Utah brogaardj@eccles.utah.edu Jing Pan Cox School of Business Southern Methodist University jingp@smu.edu March 20,Earlier title is 'Dark Trading and the Fundamental Information in Stock Prices'; authors Brogaard and Pan and the dark-pool identification design match.,pass_title_variant
RFS,2022,"Exchange Competition, Entry, and Welfare",RFS_2022_ExchangeCompetitionEntryAndWelfare.pdf,true,true,1.000,71,main_paper,"City Research Online City St George’s, University of London Citation: Cespa, G. & Vives, X. (2022). Exchange Competition, Entry, and Welfare. The Review of Financial Studies, 35(5), pp. 2570-2624. doi: 10.1093/rfs/hhab101 This is the accept","",pass
RFS,2022,Order Flows and Financial Investor Impacts in Commodity Futures Markets,RFS_2022_OrderFlowsAndFinancialInvestorImpactsInCommodityFuturesMarkets.pdf,true,true,1.000,94,main_paper,"Order Flows and Financial Investor Impacts in Commodity Futures Markets∗ Mark Ready University of Wisconsin-Madison Robert Ready University of Oregon August 18, 2021 Abstract We investigate the impacts of financial investors in commodity fu","",pass
RFS,2022,Foreign Exchange Volume,RFS_2022_ForeignExchangeVolume.pdf,true,true,1.000,91,main_paper,"City Research Online City St George’s, University of London Citation: Cespa, G., Gargano, A., Riddiough, S. J. & Sarno, L. (2021). Foreign Exchange Volume (DP16128). London, UK: CEPR. This is the preprint version of the paper. This version ","",pass
RFS,2022,Commonality in Credit Spread Changes: Dealer Inventory and Intermediary Distress,RFS_2022_CommonalityInCreditSpreadChangesDealerInventoryAndIntermediaryDistress.pdf,true,true,1.000,81,main_paper,NBER WORKING PAPER SERIES COMMONALITY IN CREDIT SPREAD CHANGES: DEALER INVENTORY AND INTERMEDIARY DISTRESS Zhiguo He Paymon Khorrami Zhaogang Song Working Paper 26494 http://www.nber.org/papers/w26494 NATIONAL BUREAU OF ECONOMIC RESEARCH 10,"",pass
RFS,2022,Dynamics of Research and Strategic Trading,RFS_2022_DynamicsOfResearchAndStrategicTrading.pdf,true,true,1.000,54,main_paper,"Dynamics of Research and Strategic Trading Snehal Banerjee Rady School of Management, UC San Diego Bradyn Breon-Drish Rady School of Management, UC San Diego We study how dynamic research affects information acquisition in financial markets","",pass
RFS,2022,A Theory of Liquidity Spillover between Bond and CDS Markets,RFS_2022_ATheoryOfLiquiditySpilloverBetweenBondAndCDSMarkets.pdf,true,true,1.000,54,main_paper,"A Theory of Liquidity Spillover Between Bond and CDS Markets Batchimeg Sambalaibat∗ December 31, 2017 I build a dynamic search model of bond and credit default swap (CDS) markets and show that shorting bonds through CDS contracts increases ","",pass
RFS,2022,The Real Effects of Secondary Market Trading Structure: Evidence from the Mortgage Market,RFS_2022_TheRealEffectsOfSecondaryMarketTradingStructureEvidenceFromTheMortgageMarket.pdf,true,true,1.000,51,main_paper,"The Real Eﬀects of Secondary Market Trading Structure: Evidence from the Mortgage Market Yesol Huh and You Suk Kim∗ April 29, 2019 Abstract A vast majority of mortgages in the U.S. are securitized into agency mortgage-backed se- curities (M","",pass
RFS,2022,Extrapolative Bubbles and Trading Volume,RFS_2022_ExtrapolativeBubblesAndTradingVolume.pdf,true,true,1.000,42,main_paper,"Liao, Jingchi, Peng, Cameron & Zhu, Ning (2022) Extrapolative bubbles and trading volume. Review of Financial Studies, 35(4), 1682 - 1722. https://doi.org/10.1093/rfs/hhab070 https://researchonline.lse.ac.uk/id/eprint/110514/ Version: Publi","",pass
RFS,2023,From Market Making to Matchmaking: Does Bank Regulation Harm Market Liquidity?,RFS_2023_FromMarketMakingToMatchmakingDoesBankRegulationHarmMarketLiquidity.pdf,true,true,1.000,55,main_paper,"From Market Making to Matchmaking: Does Bank Regulation Harm Market Liquidity? Gideon Saar Johnson Graduate School of Management, SC Johnson College of Business, Cornell University, USA Jian Sun Singapore Lee Kong Chian School of Business, ","",pass
RFS,2023,When Do Low-Frequency Measures Really Measure Effective Spreads? Evidence from Equity and Foreign Exchange Markets,RFS_2023_WhenDoLowFrequencyMeasuresReallyMeasureEffectiveSpreadsEvidenceFromEquityAndForeignExchangeMarkets.pdf,true,false,0.800,70,main_paper,"Finance and Economics Discussion Series Divisions of Research & Statistics and Monetary Aﬀairs Federal Reserve Board, Washington, D.C. When do low-frequency measures really measure transaction costs? Mohammad R. Jahan-Parvar and Filip Zikes",Earlier title uses 'transaction costs'; authors Jahan-Parvar and Zikes and the low-frequency spread-estimation content match.,pass_title_variant
RFS,2023,The Effect of Stock Liquidity on the Firm’s Investment and Production,RFS_2023_TheEffectOfStockLiquidityOnTheFirmSInvestmentAndProduction.pdf,true,true,1.000,59,main_paper,The effect of stock liquidity on the firm’s investment and production Yakov Amihud* and Shai Levi# Abstract We propose that stock market liquidity affects corporate investment and production decisions. Illiquidity raises the required return,"",pass
RFS,2023,Exchange-Traded Funds and Real Investment,RFS_2023_ExchangeTradedFundsAndRealInvestment.pdf,true,true,1.000,92,main_paper,Manuscript version: Author’s Accepted Manuscript The version presented in WRAP is the author’s accepted manuscript and may differ from the published version or Version of Record. Persistent WRAP URL: http://wrap.warwick.ac.uk/165626 How to ,"",pass
RFS,2023,Illiquidity and Higher Cumulants,RFS_2023_IlliquidityAndHigherCumulants.pdf,true,true,1.000,82,main_paper,"Illiquidity and Higher Cumulants∗ Sergei Glebkin, Semyon Malamud, and Alberto Teguia June 20, 2022 Abstract We characterize the unique equilibrium in an economy populated by strategic CARA investors who trade multiple risky assets with arbi","",pass
RFS,2024,Size Discount and Size Penalty: Trading Costs in Bond Markets,RFS_2024_SizeDiscountAndSizePenaltyTradingCostsInBondMarkets.pdf,true,true,1.000,77,main_paper,"i i i “SizePenalty˙2023˙v15” — 2024/2/16 — 9:26 — page 1 — #1 i Size Discount and Size Penalty: Trading Costs in Bond Markets Gabor Pinter Bank for International Settlements, Switzerland Chaojun Wang The Wharton School, University of Pennsy","",pass
RFS,2024,Institutional Brokerage Networks: Facilitating Liquidity Provision,RFS_2024_InstitutionalBrokerageNetworksFacilitatingLiquidityProvision.pdf,true,true,1.000,68,main_paper,"Institutional Brokerage Networks: Facilitating Liquidity Provision∗ Munhee Han Sanghyun (Hugh) Kim Vikram K. Nanda April 29, 2019 ∗Han (munhee.han@utdallas.edu), Kim (sanghyun.kim1@utdallas.edu), and Nanda (vikram.nanda@utdallas.edu) are at","",pass
RFS,2024,The Value of ETF Liquidity,RFS_2024_TheValueOfETFLiquidity.pdf,true,true,1.000,57,main_paper,"The Value of ETF Liquidity Marta Khomyn The University of Adelaide, Australia T¯ alis Putni¸n˘ s Stockholm School of Economics in Riga, Latvia, and University of Technology Sydney, and Digital Finance CRC, Australia Marius Zoican Haskayne B","",pass
RFS,2025,Dynamic Market Making with Asymmetric Information and Market Power,RFS_2025_DynamicMarketMakingWithAsymmetricInformationAndMarketPower.pdf,true,true,1.000,87,main_paper,"Dynamic Market Making with Asymmetric Information and Market Power Wen Chen and Yajun Wang* June 19, 2024 Abstract We study the dynamics of trading volume and bid-ask spread using a multi-period trading model with oligopolistic market maker","",pass
RFS,2025,The Market Inside the Market: Odd-Lot Quotes,RFS_2025_TheMarketInsideTheMarketOddLotQuotes.pdf,true,true,1.000,60,main_paper,"The Market Inside the Market: Odd-lot Quotes1 Robert P. Bartlett University of California, Berkeley School of Law rbartlett@berkeley.edu Justin McCrary Columbia University Law School; National Bureau of Economic Research (NBER) jrm54@columb","",pass
RFS,2025,Fractional Trading,RFS_2025_FractionalTrading.pdf,true,true,1.000,38,main_paper,"Fractional Trading Zhi Da University of Notre Dame, USA Vivian W. Fang Indiana University, USA and ECGI Wenwei Lin Chinese University of Hong Kong, Shenzhen, China Fractional trading (FT)—the ability to trade less than a whole share—removes","",pass
RFS,2025,Liquidity Provision on Blockchain-Based Decentralized Exchanges,RFS_2025_LiquidityProvisionOnBlockchainBasedDecentralizedExchanges.pdf,true,true,1.000,46,main_paper,"Liquidity Provision on Blockchain-Based Decentralized Exchanges Agostino Capponi Columbia University, USA Ruizhe Jia Stanford University, USA We show that the infrastructure of decentralized exchanges subjects liquidity providers (LPs) to a","",pass
RFS,2025,Anticipatory Trading Against Distressed Mega Hedge Funds,RFS_2025_AnticipatoryTradingAgainstDistressedMegaHedgeFunds.pdf,true,true,1.000,51,main_paper,Anticipatory Trading Against Distressed Mega Hedge Funds* Vikas Agarwal Georgia State University George O. Aragon Arizona State University Vikram Nanda University of Texas at Dallas Kelsey Wei University of Texas at Dallas January 2022 ABST,"",pass
RFS,2025,Does Liquidity Management Induce Fragility in Treasury Prices? Evidence from Bond Mutual Funds,RFS_2025_DoesLiquidityManagementInduceFragilityInTreasuryPricesEvidenceFromBondMutualFunds.pdf,true,true,1.000,61,main_paper,"Does Liquidity Management Induce Fragility in Treasury Prices? Evidence from Bond Mutual Funds∗ Shiyang Huang Wenxi Jiang Xiaoxi Liu Xin Liu September 2021 Abstract Bond mutual funds holding illiquid assets (e.g., corporate bonds) actively ","",pass
RFS,2025,Steering a Ship in Illiquid Waters: Active Management of Passive Funds,RFS_2025_SteeringAShipInIlliquidWatersActiveManagementOfPassiveFunds.pdf,true,true,1.000,53,main_paper,"WORKING PAPER · NO. 2022-65 Steering a Ship in Illiquid Waters: Active Management of Passive Funds Naz Koont, Yiming Ma, Lubos Pastor, and Yao Zeng MAY 2022 5757 S. University Ave. Chicago, IL 60637 Main: 773.702.5599 bfi.uchicago.edu","",pass
RFS,2026,Option Auctions,RFS_2026_OptionAuctions.pdf,true,true,1.000,52,main_paper,"Option Auctions Terrence Hendershott University of California at Berkeley, USA Saad Ali Khan HEC Montreal, Canada Ryan Riordan LMU Munich and Queen’s University, Germany and Canada Wholesale market makers pay for retail options orders that ","",pass
RFS,2026,Payment for Order Flow and Option Internalization,RFS_2026_PaymentForOrderFlowAndOptionInternalization.pdf,true,false,1.000,57,main_paper,"NBER WORKING PAPER SERIES PAYMENT FOR ORDER FLOW AND ASSET CHOICE Thomas Ernst Chester S. Spatt Working Paper 29883 http://www.nber.org/papers/w29883 NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138 March 2","Earlier NBER title is 'Payment for Order Flow and Asset Choice'; authors Ernst and Spatt, option DMM assignments, PFOF, and internalization content match.",pass_title_variant
RFS,2026,Price Discovery on Decentralized Exchanges,RFS_2026_PriceDiscoveryOnDecentralizedExchanges.pdf,true,true,1.000,65,main_paper,"","",pass
RFS,2026,Algorithmic Pricing and Liquidity in Securities Markets,RFS_2026_AlgorithmicPricingAndLiquidityInSecuritiesMarkets.pdf,true,true,1.000,45,main_paper,"Algorithmic Pricing and Liquidity in Securities Markets∗ Jean-Edouard Colliard, Thierry Foucault, and Stefano Lovo March 10, 2023 Abstract We let “Algorithmic Market-Makers” (AMs), using Q-learning algorithms, choose prices for a risky asse","",pass
RFS,2026,Who Clears the Market When Passive Investors Trade?,RFS_2026_WhoClearsTheMarketWhenPassiveInvestorsTrade.pdf,true,true,1.000,107,main_paper,"Who Clears the Market When Passive Investors Trade?∗ Marco Sammon† John J. Shim‡ August 19, 2024 Abstract Each time a stock is bought or sold by a passive index fund, who takes the other side? We use quarterly holdings, transactions and sha","",pass
RFS,2026,The Effect of Primary Dealer Constraints on Intermediation in the Treasury Market,RFS_2026_TheEffectOfPrimaryDealerConstraintsOnIntermediationInTheTreasuryMarket.pdf,true,true,1.000,53,main_paper,"No. 24‐7 The Effect of Primary Dealer Constraints on Intermediation in the Treasury Market Falk Bräuning and Hillary Stein Abstract: Using confidential microdata, we show that shocks to primary dealers’ risk‐bearing constraints have signifi","",pass
