journal,year,expected_title,filename,filename_match,pdf_title_exact_match,title_token_coverage,page_count,content_type_check,first_page_excerpt,manual_review_note,audit_status
JF,2020,Market Structure and Transaction Costs of Index CDSs,JF_2020_MarketStructureAndTransactionCostsOfIndexCDSs.pdf,true,true,1.000,58,main_paper,"Market Structure and Transaction Costs of Index CDSs Pierre Collin-Dufresne Benjamin Junge Anders B. Trolle§ Abstract Despite a regulatory eﬀort to promote all-to-all trading, the post-Dodd-Frank index- CDS market remains two-tiered. Dealer","",pass
JF,2020,"Every Cloud Has a Silver Lining: Fast Trading, Microwave Connectivity, and Trading Costs",JF_2020_EveryCloudHasASilverLiningFastTradingMicrowaveConnectivityAndTradingCosts.pdf,true,true,1.000,53,main_paper,"Every cloud has a silver lining: Fast trading, microwave connectivity and trading costs Andriy Shkilko* Wilfrid Laurier University Konstantin Sokolov Wilfrid Laurier University First version: March 2016 This version: February 2017 Abstract:","",pass
JF,2020,Relationship Trading in Over-the-Counter Markets,JF_2020_RelationshipTradingInOverTheCounterMarkets.pdf,true,false,1.000,65,main_paper,"Relationship Trading in OTC Markets∗ Terrence Hendershott† Haas School of Business University of California, Berkeley Berkeley, CA 94720 Dan Li‡ Board of Governors of the Federal Reserve System Washington, DC 20551 Dmitry Livdan§ Haas Schoo","PDF abbreviates 'Over-the-Counter' as 'OTC'; authors Hendershott, Li, Livdan, and Schürhoff match.",pass_title_variant
JF,2021,Anonymous Trading in Equities,JF_2021_AnonymousTradingInEquities.pdf,true,true,1.000,57,main_paper,WORKING PAPERS IN ECONOMICS No. 7/17 TOM GRIMSTVEDT MELING ANONYMOUS TRADING IN EQUITIES Department of Economics U N I V E R S I T Y OF B E R G EN,"",pass
JF,2021,Tracking Retail Investor Activity,JF_2021_TrackingRetailInvestorActivity.pdf,true,true,1.000,57,main_paper,"THE JOURNAL OF FINANCE • VOL. , NO. 0 • XXXX 2021 Tracking Retail Investor Activity EKKEHART BOEHMER, CHARLES M. JONES, XIAOYAN ZHANG, and XINRAN ZHANG ABSTRACT We provide an easy method to identify marketable retail purchases and sales us-","",pass
JF,2021,Liquidity Supply in the Corporate Bond Market,JF_2021_LiquiditySupplyInTheCorporateBondMarket.pdf,true,false,1.000,74,main_paper,"Liquidity Supply and Demand in the Corporate Bond Market Jonathan Goldberg∗ Federal Reserve Board Yoshio Nozawa† HKUST July 20, 2018 Abstract We identify shocks to liquidity supply and demand in the corporate bond market by jointly analyzin",Earlier draft title includes 'and Demand'; authors Goldberg and Nozawa match the published paper.,pass_title_variant
JF,2021,Trading Costs and Informational Efficiency,JF_2021_TradingCostsAndInformationalEfficiency.pdf,true,true,1.000,79,main_paper,Trading Costs and Informational Efficiency∗ Eduardo Dávila † Cecilia Parlatore‡ May 2020 Abstract Westudytheeﬀectoftradingcostsoninformationaggregationandacquisitioninfinancialmarkets. For a given precision of investors’ private information,"",pass
JF,2021,"Inventory Management, Dealers’ Connections, and Prices in Over-the-Counter Markets",JF_2021_InventoryManagementDealersConnectionsAndPricesInOverTheCounterMarkets.pdf,true,false,1.000,68,main_paper,"Jean-Edouard Colliard, Thierry Foucault, Peter Hoffmann Working Paper Series Inventory management, dealers’ connections, and prices in OTC markets No 2529 / February 2021 Disclaimer: This paper should not be reported as representing the vie","PDF abbreviates 'Over-the-Counter' as 'OTC'; authors Colliard, Foucault, and Hoffmann match.",pass_title_variant
JF,2022,Clients’ Connections: Measuring the Role of Private Information in Decentralized Markets,JF_2022_ClientsConnectionsMeasuringTheRoleOfPrivateInformationInDecentralizedMarkets.pdf,true,true,1.000,67,main_paper,"Kondor, Peter & Pinter, Gabor (2022) Clients’ connections: measuring the role of private information in decentralized markets. Journal of Finance, 77 (1), 505 - 544. https://doi.org/10.1111/jofi.13087 https://researchonline.lse.ac.uk/id/epr","",pass
JF,2022,Liquidity Fluctuations in Over-the-Counter Markets,JF_2022_LiquidityFluctuationsInOverTheCounterMarkets.pdf,true,true,1.000,45,main_paper,"THE JOURNAL OF FINANCE • VOL. LXXVII, NO. 2 • APRIL 2022 Liquidity Fluctuations in Over-the-Counter Markets VINCENT MAURIN ABSTRACT This paper proposes a theory of excess price fluctuations in over-the-counter sec- ondary markets. When hete","",pass
JF,2022,Attention-Induced Trading and Returns: Evidence from Robinhood Users,JF_2022_AttentionInducedTradingAndReturnsEvidenceFromRobinhoodUsers.pdf,true,true,1.000,77,main_paper,Attention-Induced Trading and Returns: Evidence from Robinhood Users Brad M. Barber Graduate School of Management UC Davis Xing Huang Olin Business School Washington University in St. Louis Terrance Odean Haas School of Business University ,"",pass
JF,2022,Asset Pricing with Cohort-Based Trading in MBS Markets,JF_2022_AssetPricingWithCohortBasedTradingInMBSMarkets.pdf,true,true,1.000,107,main_paper,NO. 931 JULY 202 0 REVISED OCTOBER 2021 Asset Pricing with Cohort-Based Trading in MBS Markets Nicola Fusari | Wei Li | Haoyang Liu | Zhaogang Song,"",pass
JF,2023,"Liquidity, Volume, and Order Imbalance Volatility",JF_2023_LiquidityVolumeAndOrderImbalanceVolatility.pdf,true,false,1.000,57,main_paper,"Liquidity, Volume, and Volatility∗ Vincent Bogousslavsky Carroll School of Management Boston College vincent.bogousslavsky@bc.edu Pierre Collin-Dufresne Swiss Finance Institute EPFL pierre.collin-dufresne@epfl.ch December 23, 2019 Abstract ",Earlier draft title omits 'Order Imbalance'; authors Bogousslavsky and Collin-Dufresne match.,pass_title_variant
JF,2023,Retail Trading in Options and the Rise of the Big Three Wholesalers,JF_2023_RetailTradingInOptionsAndTheRiseOfTheBigThreeWholesalers.pdf,true,true,1.000,92,main_paper,"Retail Trading in Options and the Rise of the Big Three Wholesalers Svetlana Bryzgalova,∗ Anna Pavlova,† and Taisiya Sikorskaya‡ May 16, 2022 Abstract We document rapid increases in (i) retail trading in options and (ii) payment for order f","",pass
JF,2023,Do Municipal Bond Dealers Give Their Customers “Fair and Reasonable” Pricing?,JF_2023_DoMunicipalBondDealersGiveTheirCustomersFairAndReasonablePricing.pdf,true,true,1.000,48,main_paper,"THE JOURNAL OF FINANCE • VOL. LXXVIII, NO. 2 • APRIL 2023 Do Municipal Bond Dealers Give Their Customers “Fair and Reasonable” Pricing? JOHN M. GRIFFIN, NICHOLAS HIRSCHEY, and SAMUEL KRUGER* ABSTRACT Municipal bonds exhibit considerable ret","",pass
JF,2024,A (Sub)Penny for Your Thoughts: Tracking Retail Investor Activity in TAQ,JF_2024_ASubPennyForYourThoughtsTrackingRetailInvestorActivityInTAQ.pdf,true,true,1.000,25,main_paper,"THE JOURNAL OF FINANCE • VOL. LXXIX, NO. 4 • AUGUST 2024 A (Sub)penny for Your Thoughts: Tracking Retail Investor Activity in TAQ BRAD M. BARBER, XING HUANG, PHILIPPE JORION, TERRANCE ODEAN, and CHRISTOPHER SCHWARZ* ABSTRACT We placed 85,00","",pass
JF,2025,Decentralized Exchange: The Uniswap Automated Market Maker,JF_2025_DecentralizedExchangeTheUniswapAutomatedMarketMaker.pdf,true,true,1.000,71,main_paper,"Decentralized Exchange: The Uniswap Automated Market Maker Alfred Lehar∗ Haskayne School of Business University of Calgary Christine A. Parlour† Haas School of Business UC Berkeley Journal of Finance forthcoming November 22, 2023 Abstract U","",pass
JF,2025,Does Floor Trading Matter?,JF_2025_DoesFloorTradingMatter.pdf,true,true,1.000,40,main_paper,"THE JOURNAL OF FINANCE • VOL. LXXX, NO. 1 • FEBRUARY 2025 Does Floor Trading Matter? JONATHAN BROGAARD, MATTHEW C. RINGGENBERG, and DOMINIK ROESCH* ABSTRACT Although algorithmic trading now dominates financial markets, some exchanges con- t","",pass
JF,2025,Would Order-by-Order Auctions Be Competitive?,JF_2025_WouldOrderByOrderAuctionsBeCompetitive.pdf,true,true,1.000,79,main_paper,"Would Order-By-Order Auctions Be Competitive?∗ Thomas Ernst† , Chester Spatt‡ , and Jian Sun§ March 12, 2023 Abstract Retail trading flow is segregated from non-retail flow in U.S. equities, consistent with market segmentation. We model the","",pass
JF,2025,The “Actual Retail Price” of Equity Trades,JF_2025_TheActualRetailPriceOfEquityTrades.pdf,true,true,1.000,79,main_paper,"The “Actual Retail Price” of Equity Trades Christopher Schwarz, Brad Barber, Xing Huang, Philippe Jorion, and Terrance Odean*,+ September 13, 2022 ABSTRACT We compare execution quality of six brokerage accounts across five brokers by genera","",pass
JFE,2017,High frequency trading and the 2008 short-sale ban,JFE_2017_HighFrequencyTradingAndThe2008ShortSaleBan.pdf,true,true,1.000,21,main_paper,"Journal of Financial Economics 124 (2017) 22–42 Contents lists available at ScienceDirect Journal of Financial Economics journal homepage: www.elsevier.com/locate/jfec High frequency trading and the 2008 short-sale banR Jonathan Brogaarda,∗","",pass
JFE,2017,Shades of darkness: A pecking order of trading venues,JFE_2017_ShadesOfDarknessAPeckingOrderOfTradingVenues.pdf,true,true,1.000,32,main_paper,Journal of Financial Economics 124 (2017) 503–534 Contents lists available at ScienceDirect Journal of Financial Economics journal homepage: www.elsevier.com/locate/jfec Shades of darkness: A pecking order of trading venuesR Albert J. Menkv,"",pass
JFE,2017,Stock liquidity and default risk,JFE_2017_StockLiquidityAndDefaultRisk.pdf,true,true,1.000,46,main_paper,"Stock liquidity and default risk☆ Jonathan Brogaarda,*, Dan Lib , Ying Xiac a Foster School of Business, University of Washington, Seattle, WA 98195, United States b School of Economics and Finance, Faculty of Business and Economics, The Un","",pass
JFE,2017,Informed trading and price discovery before corporate events,JFE_2017_InformedTradingAndPriceDiscoveryBeforeCorporateEvents.pdf,true,true,1.000,63,main_paper,"Informed Trading and Price Discovery before Corporate Events Shmuel Baruch University of Utah shmuel.baruch@business.utah.edu, Marios Panayides University of Pittsburgh mpanayides@katz.pitt.edu Kumar Venkataraman * Southern Methodist Univer","",pass
JFE,2017,Early peek advantage? Efficient price discovery with tiered information disclosure,JFE_2017_EarlyPeekAdvantageEfficientPriceDiscoveryWithTieredInformationDisclosure.pdf,true,true,1.000,23,main_paper,Journal of Financial Economics 126 (2017) 399–421 Contents lists available at ScienceDirect Journal of Financial Economics journal homepage: www.elsevier.com/locate/jfec Early peek advantage? Eﬃcient price discovery with tiered information ,"",pass
JFE,2017,Belief-free price formation,JFE_2017_BeliefFreePriceFormation.pdf,true,true,1.000,39,main_paper,"Belief-free Price Formation∗ Johannes Hörner† , Stefano Lovo‡ , Tristan Tomala§ December 11, 2012 Abstract We analyze security price formation in a dynamic setting in which long-lived dealers re- peatedly compete for trading with potentiall","",pass
JFE,2017,How effective are trading pauses?,JFE_2017_HowEffectiveAreTradingPauses.pdf,true,true,1.000,52,main_paper,No. 571 Nikolaus Hautsch and Akos Horvath How Effective are Trading Pauses?,"",pass
JFE,2018,High frequency trading and extreme price movements,JFE_2018_HighFrequencyTradingAndExtremePriceMovements.pdf,true,true,1.000,44,main_paper,"High Frequency Trading and Extreme Price Movements* Jonathan Brogaard, Allen Carrion, Thibaut Moyaert, Ryan Riordan, Andriy Shkilko, Konstantin Sokolov First version: November 2014 This version: June 2016 Abstract: Are endogenous liquidity ","",pass
JFE,2018,High frequency trading and comovement in financial markets,JFE_2018_HighFrequencyTradingAndComovementInFinancialMarkets.pdf,true,true,0.857,51,main_paper,"Edinburgh Research Explorer High frequency trading and co-movement in financial markets Citation for published version: Malceniece, L, Malcenieks, K & Putniņš, T 2019, 'High frequency trading and co-movement in financial markets', Journal o","",pass
JFE,2018,Market intraday momentum,JFE_2018_MarketIntradayMomentum.pdf,true,true,1.000,48,main_paper,"Market Intraday Momentum∗ Lei Gao Iowa State University and Yufeng Han University of North Carolina at Charlotte and Sophia Zhengzi Li Rutgers University and Guofu Zhou Washington University in St. Louis† First Draft: March, 2014 Current Ve","",pass
JFE,2018,The Volcker Rule and corporate bond market making in times of stress,JFE_2018_TheVolckerRuleAndCorporateBondMarketMakingInTimesOfStress.pdf,true,false,1.000,46,main_paper,"Finance and Economics Discussion Series Divisions of Research & Statistics and Monetary Aﬀairs Federal Reserve Board, Washington, D.C. The Volcker Rule and Market-Making in Times of Stress Jack Bao, Maureen O’Hara, and Alex Zhou 2016-102 Pl","Working-paper title omits 'corporate bond'; authors Bao, O'Hara, and Zhou match.",pass_title_variant
JFE,2018,Regulating dark trading: Order flow segmentation and market quality,JFE_2018_RegulatingDarkTradingOrderFlowSegmentationAndMarketQuality.pdf,true,true,1.000,61,main_paper,"Regulating Dark Trading: Order Flow Segmentation and Market Quality Carole Comerton-Fordea, Katya Malinovab and Andreas Parkb a University of Melbourne b University of Toronto and Copenhagen Business School March 15, 2015 -- PLEASE DO NOT C","",pass
JFE,2018,Data abundance and asset price informativeness,JFE_2018_DataAbundanceAndAssetPriceInformativeness.pdf,true,true,1.000,54,main_paper,"Data Abundance and Asset Price Informativeness∗ J´erˆome Dugast† Thierry Foucault‡ March 25, 2017 Abstract Information processing filters out the noise in data but it takes time. Hence, low precision signals are available before high precis","",pass
JFE,2018,Institutional herding and its price impact: Evidence from the corporate bond market,JFE_2018_InstitutionalHerdingAndItsPriceImpactEvidenceFromTheCorporateBondMarket.pdf,true,true,1.000,58,main_paper,"Finance and Economics Discussion Series Divisions of Research & Statistics and Monetary Aﬀairs Federal Reserve Board, Washington, D.C. Institutional Herding and Its Price Impact: Evidence from the Corporate Bond Market Fang Cai, Song Han, D","",pass
JFE,2018,Information and trading targets in a dynamic market equilibrium,JFE_2018_InformationAndTradingTargetsInADynamicMarketEquilibrium.pdf,true,true,1.000,41,main_paper,arXiv:1502.02083v3 [q-fin.TR] 7 Sep 2015 Information and Trading Targets in a Dynamic Market Equilibrium1 Jin Hyuk Choi University of Texas at Austin Kasper Larsen Carnegie Mellon University Duane J. Seppi Carnegie Mellon University Septemb,"",pass
JFE,2019,Transparency and dealer networks: Evidence from post-trade reporting in the MBS market,JFE_2019_TransparencyAndDealerNetworksEvidenceFromPostTradeReportingInTheMBSMarket.pdf,true,false,1.000,57,main_paper,Transparency and Dealer Networks: Evidence from the Initiation of Post-Trade Reporting in the Mortgage Backed Security Market Forthcoming at Journal of Financial Economics PAUL SCHULTZ and ZHAOGANG SONG* ABSTRACT We examine the introduction,Working-paper title expands MBS and includes 'Initiation of'; authors Schultz and Song match.,pass_title_variant
JFE,2019,"Inverted fee structures, tick size, and market quality",JFE_2019_InvertedFeeStructuresTickSizeAndMarketQuality.pdf,true,true,1.000,56,main_paper,"Inverted Fee Structures, Tick Size, and Market Quality Carole Comerton-Forde, Vincent Gr´egoire, and Zhuo Zhong∗ First draft: March 20, 2017 This draft: August 10, 2018 ABSTRACT Stock exchanges compete for order flow through their fee model","",pass
JFE,2019,The effects of uncertainty on market liquidity: Evidence from Hurricane Sandy,JFE_2019_TheEffectsOfUncertaintyOnMarketLiquidityEvidenceFromHurricaneSandy.pdf,true,true,1.000,46,main_paper,"Rehse, Dominik; Riordan, Ryan; Rottke, Nico; Zietz, Joachim Working Paper The effects of uncertainty on market liquidity: Evidence from Hurricane Sandy ZEW Discussion Papers, No. 18-024 Provided in Cooperation with: ZEW - Leibniz Centre for","",pass
JFE,2019,Providing liquidity in an illiquid market: Dealer behavior in US corporate bonds,JFE_2019_ProvidingLiquidityInAnIlliquidMarketDealerBehaviorInUSCorporateBonds.pdf,true,true,1.000,66,main_paper,"Providing Liquidity in an Illiquid Market: Dealer Behavior in U.S. Corporate Bonds Michael A. Goldstein Babson College 320 Tomasso Hall Babson Park, MA 02457 goldstein@babson.edu 781-239-4402 Edith S. Hotchkiss Boston College Fulton Hall, R","",pass
JFE,2019,The term structure of liquidity provision,JFE_2019_TheTermStructureOfLiquidityProvision.pdf,true,true,1.000,47,main_paper,The Term Structure of Liquidity Provision* Unknown Field Code C Unknown Field Code C Unknown Field Code C Jennifer Conrad Kenan Flagler Business School University of North Carolina at Chapel Hill j_conrad@kenan-flagler.unc.edu Sunil Wahal W,"",pass
JFE,2019,"Tick size, liquidity for small and large orders, and price informativeness: Evidence from the Tick Size Pilot Program",JFE_2019_TickSizeLiquidityForSmallAndLargeOrdersAndPriceInformativenessEvidenceFromTheTickSizePilotProgram.pdf,true,true,1.000,85,main_paper,"Tick size, liquidity for small and large orders, and price informativeness: Evidence from the Tick Size Pilot Program☆ Kee H. Chunga,b*, Albert J. Leea, Dominik Röscha a School of Management, State University of New York (SUNY) at Buffalo, ","",pass
JFE,2020,What you see is not what you get: The costs of trading market anomalies,JFE_2020_WhatYouSeeIsNotWhatYouGetTheCostsOfTradingMarketAnomalies.pdf,true,true,1.000,35,main_paper,Journal of Financial Economics 137 (2020) 515–549 Contents lists available at ScienceDirect Journal of Financial Economics journal homepage: www.elsevier.com/locate/jfec What you see is not what you get: The costs of trading market anomalie,"",pass
JFE,2020,Flying under the radar: The effects of short-sale disclosure rules on investor behavior and stock prices,JFE_2020_FlyingUnderTheRadarTheEffectsOfShortSaleDisclosureRulesOnInvestorBehaviorAndStockPrices.pdf,true,true,1.000,26,main_paper,EUR Research Information Portal Flying Under the Radar: The Effects of Short-Sale Disclosure Rules on Investor Behavior and Stock Prices Published in: Journal of Financial Economics Publication status and date: Published: 01/01/2021 DOI (li,"",pass
JFE,2020,The difference a day makes: Timely disclosure and trading efficiency in the muni market,JFE_2020_TheDifferenceADayMakesTimelyDisclosureAndTradingEfficiencyInTheMuniMarket.pdf,true,true,1.000,57,main_paper,"The Difference a Day Makes: Timely Disclosure and Trading Efficiency in the Muni Market* John Chalmers (1) Yu (Steve) Liu (2) Z. Jay Wang (1) (1) Lundquist College of Business University of Oregon Eugene, OR 97403 (2) Department of Business","",pass
JFE,2020,Slow-moving capital and execution costs: Evidence from a major trading glitch,JFE_2020_SlowMovingCapitalAndExecutionCostsEvidenceFromAMajorTradingGlitch.pdf,true,true,1.000,62,main_paper,Swiss Finance Institute Research Paper Series N°18-41 Slow-Moving Capital and Execution Costs: Evidence from a Major Trading Glitch Vincent BOGOUSSLAVSKY Boston College Pierre COLLIN-DUFRESNE École Polytechnique Fédérale de Lausanne and Swi,"",pass
JFE,2020,Strategic trading and unobservable information acquisition,JFE_2020_StrategicTradingAndUnobservableInformationAcquisition.pdf,true,true,1.000,25,main_paper,Journal of Financial Economics 138 (2020) 458–482 Contents lists available at ScienceDirect Journal of Financial Economics journal homepage: www.elsevier.com/locate/jfec Strategic trading and unobservable information acquisitionR Snehal Ban,"",pass
JFE,2020,"Dealers' insurance, market structure, and liquidity",JFE_2020_DealersInsuranceMarketStructureAndLiquidity.pdf,true,true,1.000,73,main_paper,"Finance and Economics Discussion Series Divisions of Research & Statistics and Monetary Aﬀairs Federal Reserve Board, Washington, D.C. Dealers’ Insurance, Market Structure, And Liquidity Francesca Carapella and Cyril Monnet 2017-119 Please ","",pass
JFE,2020,The price effects of liquidity shocks: A study of the SEC's tick size experiment,JFE_2020_ThePriceEffectsOfLiquidityShocksAStudyOfTheSECSTickSizeExperiment.pdf,true,false,1.000,62,main_paper,The Price Eﬀects of Liquidity Shocks: A Study of SEC’s Tick-Size Experiment Rui Albuquerque∗ Shiyun Song† Chen Yao‡ November 2017 Abstract This paper studies the SEC’s pilot program that increased the minimum tick size from $0.01 to $0.05 f,"Only punctuation and article usage differ; authors Albuquerque, Song, and Yao match.",pass_title_variant
JFE,2020,Measuring institutional trading costs and the implications for finance research: The case of tick size reductions,JFE_2020_MeasuringInstitutionalTradingCostsAndTheImplicationsForFinanceResearchTheCaseOfTickSizeReductions.pdf,true,true,1.000,63,main_paper,"Measuring institutional trading costs and the implications for finance research: The case of tick size reductions∗ Gregory W. Eaton†a, Paul Irvineb, and Tingting Liuc aSpears School of Business, Oklahoma State University bNeeley School of B","",pass
JFE,2020,Competition among liquidity providers with access to high-frequency trading technology,JFE_2020_CompetitionAmongLiquidityProvidersWithAccessToHighFrequencyTradingTechnology.pdf,true,true,1.000,89,main_paper,"Competition among Liquidity Providers with Access to High-Frequency Trading Technology∗ Dion Bongaerts†and Mark Van Achter‡ February 4, 2020 Abstract We model endogenous technology adoption and competition among liquidity providers with acc","",pass
JFE,2021,Pervasive underreaction: Evidence from high-frequency data,JFE_2021_PervasiveUnderreactionEvidenceFromHighFrequencyData.pdf,true,true,1.000,62,main_paper,"Pervasive underreaction: Evidence from high-frequency data∗ Hao Jiang,†Sophia Zhengzi Li,‡and Hao Wang§ This Version: March 22, 2021 ABSTRACT Weproposeanovelhigh-frequencydecompositionofdailystockreturnsintonews-andnon-news-driven component","",pass
JFE,2021,Bias in the effective bid-ask spread,JFE_2021_BiasInTheEffectiveBidAskSpread.pdf,true,true,1.000,61,main_paper,"Bias in the Eﬀective Bid-Ask Spread∗ Bj¨ orn Hagstr¨ omer First version: March 23, 2017 This version: September 25, 2019 The eﬀective bid-ask spread measured relative to the spread midpoint overstates the true eﬀective bid-ask spread in mar","",pass
JFE,2021,"Who provides liquidity, and when?",JFE_2021_WhoProvidesLiquidityAndWhen.pdf,true,true,1.000,13,main_paper,"Journal of Financial Economics 141 (2021) 968–980 Contents lists available at ScienceDirect Journal of Financial Economics journal homepage: www.elsevier.com/locate/jfec Who provides liquidity, and when?✩ Sida Lia , Xin Wangb , Mao Yea,c,∗ ","",pass
JFE,2021,Hedging demand and market intraday momentum,JFE_2021_HedgingDemandAndMarketIntradayMomentum.pdf,true,true,1.000,28,main_paper,EUR Research Information Portal Hedging Demand and Market Intraday Momentum Published in: Journal of Financial Economics Publication status and date: Published: 01/10/2021 DOI (link to publisher): 10.1016/j.jfineco.2021.04.029 Document Vers,"",pass
JFE,2021,The impact of arbitrage on market liquidity,JFE_2021_TheImpactOfArbitrageOnMarketLiquidity.pdf,true,true,1.000,108,main_paper,"The impact of arbitrage on market liquidity6 Dominik R¨oscha,∗ aState University of New York at Buﬀalo, 244 Jacobs Management Center, Buﬀalo, NY 14260-4000 Abstract I study how arbitrage aﬀects liquidity by analyzing several billion trades ","",pass
JFE,2021,Informed trading in government bond markets,JFE_2021_InformedTradingInGovernmentBondMarkets.pdf,true,true,1.000,54,main_paper,"Czech, Robert, Huang, Shiyang, Lou, Dong & Wang, Tianyu (2021) Informed trading in government bond markets. Journal of Financial Economics, 142(3), 1253 - 1274. https://doi.org/10.1016/j.jfineco.2021.05.049 https://researchonline.lse.ac.uk/","",pass
JFE,2021,Price revelation from insider trading: Evidence from hacked earnings news,JFE_2021_PriceRevelationFromInsiderTradingEvidenceFromHackedEarningsNews.pdf,true,true,1.000,67,main_paper,"TSpace Research Repository tspace.library.utoronto.ca Price revelation from insider trading: Evidence from hacked earnings news Pat Akey, Vincent Grégoire, & Charles Martineau Version Accepted Manuscript Citation (published version) Akey, P","",pass
JFE,2021,Short selling efficiency,JFE_2021_ShortSellingEfficiency.pdf,true,true,1.000,22,main_paper,"Journal of Financial Economics 145 (2022) 387–408 Contents lists available at ScienceDirect Journal of Financial Economics journal homepage: www.elsevier.com/locate/jfec Short selling eﬃciency✰ Yong Chena,∗ , Zhi Dab , Dayong Huangc a Mays ","",pass
JFE,2022,Retail trader sophistication and stock market quality: Evidence from brokerage outages,JFE_2022_RetailTraderSophisticationAndStockMarketQualityEvidenceFromBrokerageOutages.pdf,true,true,1.000,58,main_paper,"Retail Trader Sophistication and Stock Market Quality: Evidence from Brokerage Outages Gregory W. Eaton, T. Clifton Green, Brian S. Roseman, and Yanbin Wu* November 2021 Abstract We study brokerage platform outages to examine how heterogene","",pass
